7020,29.06.20,c,3,10,30,1,67,71,35,22,4,64,51,16,18,54,72,58,68,28,2,33,29
7021,30.06.20,c,3,53,32,72,29,76,70,25,40,17,37,61,47,44,36,52,65,78,12,68,63
7022,01.07.20,c,3,8,57,37,64,61,13,21,25,20,67,72,63,28,5,23,9,73,36,29,66
7023,02.07.20,c,1,28,26,70,20,17,64,36,24,78,5,80,46,43,11,32,58,16,33,57,55
7024,03.07.20,c,1,2,28,27,77,16,79,40,59,34,22,44,7,11,5,6,23,64,26,29,41
7025,04.07.20,c,2,77,24,14,60,29,46,73,57,40,52,66,71,4,27,63,18,44,68,75,43
7026,05.07.20,c,1,3,63,42,54,35,74,27,38,57,9,14,65,72,15,46,59,62,19,26,34
7027,06.07.20,c,4,75,65,22,52,33,63,67,77,48,66,44,6,72,73,47,15,76,34,59,26
7028,07.07.20,c,1,7,13,25,27,36,60,33,29,54,37,34,6,14,17,47,1,28,2,80,57
7029,08.07.20,c,1,21,22,57,60,12,63,70,75,56,16,52,14,68,40,11,5,13,28,24,30
7030,09.07.20,c,2,1,72,34,77,5,40,35,73,26,17,22,78,21,75,32,29,70,25,50,27
7031,10.07.20,c,1,22,73,4,50,38,79,77,12,76,9,3,66,53,68,74,43,29,28,47,51
7032,11.07.20,c,3,39,48,16,13,40,52,1,30,9,37,29,79,24,19,57,2,51,59,50,26
7033,12.07.20,c,1,11,24,37,40,78,61,71,52,20,26,2,60,53,68,79,76,5,23,36,50
7034,13.07.20,c,2,46,20,25,3,28,18,77,4,72,68,30,40,42,17,47,45,54,33,48,8
7035,14.07.20,c,1,9,26,25,10,38,19,20,54,13,45,52,51,69,40,29,55,1,17,14,67
7036,15.07.20,c,1,45,54,80,23,38,19,76,56,68,24,10,77,21,22,43,33,39,36,34,75
7037,16.07.20,c,2,62,70,79,43,54,48,58,40,71,21,68,24,53,16,9,7,4,33,30,29
7038,17.07.20,?,1,27,1,26,66,69,62,46,16,61,51,78,75,38,67,31,35,24,12,4,7
7039,18.07.20,?,1,68,66,47,60,52,27,37,40,76,31,45,48,56,43,24,1,50,34,38,71
7040,19.07.20,?,4,2,19,60,66,24,40,39,27,6,58,53,11,44,3,52,4,8,34,20,1
7041,20.07.20,?,2,41,77,45,72,42,17,58,12,59,23,7,67,33,47,5,44,24,55,46,38
7042,21.07.20,?,2,38,35,66,21,68,49,34,65,9,74,78,62,5,20,79,76,29,18,14,52
7043,22.07.20,?,1,7,37,72,35,33,58,59,28,80,55,60,52,79,3,18,44,77,12,27,24
7044,23.07.20,?,1,73,14,65,27,12,76,62,64,68,16,74,19,77,42,32,5,24,71,69,20
7045,24.07.20,?,1,29,76,11,25,7,79,53,62,13,56,72,44,5,71,69,75,65,73,51,31
7046,25.07.20,?,3,70,71,32,41,77,51,28,45,37,12,9,36,14,48,25,26,59,62,8,63
7047,26.07.20,?,4,78,45,39,33,70,32,73,30,66,27,38,67,6,62,14,1,74,11,56,31
7048,27.07.20,?,3,69,55,65,7,8,59,44,73,66,72,60,28,75,46,78,53,15,43,34,41
7049,28.07.20,?,4,11,51,45,65,2,62,73,6,32,3,79,38,20,28,15,37,7,42,68,56
7050,29.07.20,?,1,3,43,47,5,25,19,46,41,38,18,68,77,13,79,72,71,10,20,73,53
7051,30.07.20,?,1,37,45,43,3,53,18,79,2,50,36,12,30,5,25,19,51,21,22,75,7
7052,31.07.20,?,1,36,55,56,4,32,26,10,16,7,30,54,41,76,73,35,46,37,3,27,31
7053,01.08.20,?,1,69,5,40,42,8,37,49,47,24,59,75,48,19,70,11,31,73,54,36,58
7054,02.08.20,?,2,47,6,27,64,11,14,76,67,35,40,15,68,13,52,45,31,43,70,42,51
7055,03.08.20,?,2,5,60,20,10,74,33,70,43,29,54,77,36,44,78,19,31,32,34,69,57
7056,04.08.20,?,4,60,10,16,31,59,53,58,46,63,44,42,24,25,50,38,57,75,27,62,9
7057,05.08.20,?,3,74,75,3,72,43,54,44,14,51,31,26,36,27,61,5,2,21,79,4,58
7058,06.08.20,?,2,28,6,35,53,63,71,80,50,14,58,44,66,42,73,51,48,79,43,39,21
7059,07.08.20,?,1,59,19,68,49,36,31,37,4,30,8,50,43,35,46,61,78,48,39,38,28
7060,08.08.20,?,2,31,59,33,12,10,61,77,75,67,63,76,6,64,42,3,43,24,8,34,13
7061,09.08.20,?,2,62,30,59,68,80,9,40,53,18,15,39,75,69,58,41,51,70,23,29,42
7062,10.08.20,?,1,8,31,60,5,65,17,48,39,13,70,22,53,28,64,32,12,55,35,25,37
7063,11.08.20,?,3,71,2,73,38,61,67,40,1,58,64,75,78,8,62,32,65,37,30,79,56
7064,12.08.20,?,4,59,66,53,23,34,20,22,68,21,78,3,7,6,12,58,13,45,29,48,60
7065,13.08.20,?,1,17,5,76,4,38,78,44,56,34,57,15,19,80,66,46,22,36,12,7,11
7066,14.08.20,?,4,54,47,17,9,66,3,65,56,22,62,42,5,37,25,71,36,76,49,50,73
7067,15.08.20,?,2,24,62,31,38,59,30,11,10,21,8,48,80,37,51,71,4,6,2,42,50
7068,16.08.20,?,3,39,37,43,11,78,14,80,64,5,57,6,52,71,60,10,40,18,45,51,23
7069,17.08.20,?,1,48,43,28,37,70,56,62,11,20,19,10,26,36,71,77,55,49,21,44,30
7070,18.08.20,?,4,55,79,30,59,68,24,33,80,5,23,69,27,29,32,2,15,39,3,10,6
7071,19.08.20,?,2,56,63,6,12,7,67,36,60,38,16,29,10,14,71,62,58,18,69,4,31
7072,20.08.20,?,3,45,28,21,68,13,26,24,9,65,70,46,63,80,78,38,2,1,69,76,32
7073,21.08.20,?,1,23,65,66,51,44,70,72,2,58,1,9,53,32,28,34,80,41,22,76,7
7074,22.08.20,?,2,21,70,63,44,29,37,5,59,55,76,15,16,3,30,73,50,26,57,72,49
7075,23.08.20,?,3,54,4,80,34,77,9,17,5,64,61,43,22,44,53,57,55,14,35,50,78
7076,24.08.20,?,3,54,66,68,16,65,30,38,3,11,64,44,36,33,41,8,51,9,53,34,19
7077,25.08.20,?,3,33,6,39,80,46,44,68,41,63,77,54,31,72,50,24,62,74,47,35,30
7078,26.08.20,?,4,1,62,44,40,73,60,54,74,65,75,15,41,39,9,61,80,71,76,8,21
7079,27.08.20,?,4,43,60,34,67,24,65,13,64,76,9,8,35,57,18,48,7,44,6,49,63
7080,2020-08-28,?,4,3,7,8,12,13,15,23,26,30,41,44,48,49,51,53,63,67,69,73,77
7081,2020-08-29,?,2,3,6,7,11,14,15,19,20,21,23,27,30,37,44,47,57,61,65,67,78
7082,2020-08-30,?,4,9,13,15,16,18,25,26,30,33,35,44,47,49,57,62,66,67,68,74,80
7083,2020-08-31,?,2,2,4,7,15,17,24,29,32,41,42,43,47,48,52,56,58,65,66,76,77
7084,2020-09-01,?,3,3,4,7,8,17,18,20,22,29,41,42,43,46,54,57,61,62,70,71,79
7085,2020-09-02,?,2,11,23,27,29,36,40,46,53,58,59,60,62,63,65,66,73,74,77,78,79
7086,2020-09-03,?,1,9,10,11,18,19,21,25,27,28,33,36,46,47,50,62,63,67,69,72,74
7087,2020-09-04,?,2,2,4,10,11,13,14,15,16,20,23,27,29,32,36,40,49,56,61,75,78
7088,2020-09-05,?,1,9,10,11,12,15,16,18,21,24,32,41,47,53,55,60,61,63,67,72,75
7089,2020-09-06,?,3,2,4,8,9,12,15,16,19,29,32,36,42,50,53,55,57,60,68,71,73
7090,2020-09-07,?,3,1,2,4,11,13,18,21,29,32,37,40,42,45,51,52,53,66,69,70,75
7091,2020-09-08,?,2,1,6,7,9,10,15,18,29,38,40,41,45,52,58,64,66,67,68,76,77
7092,2020-09-09,?,1,4,6,7,9,16,18,19,22,31,37,40,42,43,46,53,55,65,70,72,80
7093,2020-09-10,?,3,2,4,10,20,21,22,32,33,36,38,43,48,53,59,61,65,67,68,70,71
7094,2020-09-11,?,3,1,3,8,9,13,14,15,16,30,31,33,36,44,45,47,52,58,63,69,75
7095,2020-09-12,?,3,3,6,7,12,19,23,24,26,27,40,41,44,45,50,59,67,71,74,78,80
7096,2020-09-13,?,1,4,10,11,15,21,23,26,40,45,52,55,58,60,61,62,66,68,70,73,76
7097,2020-09-14,?,2,8,9,11,17,21,23,27,39,42,47,50,52,54,56,67,68,75,76,77,78
7098,2020-09-15,?,3,3,9,10,11,14,15,31,32,33,39,42,43,48,54,55,59,60,66,77,78
7099,2020-09-16,?,4,1,4,7,8,9,16,29,33,38,40,50,51,58,64,66,67,69,70,75,79
7100,2020-09-17,?,4,7,9,15,16,19,20,34,35,37,42,44,48,53,54,55,72,73,75,76,77
7101,2020-09-18,?,1,7,8,15,16,17,19,22,24,31,35,36,41,45,46,65,71,73,74,75,76
7102,2020-09-19,?,2,5,10,12,18,22,23,24,28,39,40,50,53,56,60,63,66,67,76,78,79
7103,2020-09-20,?,4,3,5,13,15,19,22,28,31,36,44,48,52,56,59,70,71,74,76,79,80
7104,2020-09-21,?,4,3,4,5,7,12,16,17,23,27,28,30,38,43,45,47,65,66,68,72,76
7105,2020-09-22,?,1,4,7,16,19,20,25,27,28,35,36,37,40,41,42,44,48,51,55,63,69
7106,2020-09-23,?,4,2,4,7,14,18,26,44,49,50,51,52,55,60,61,66,68,72,73,79,80
7107,2020-09-24,?,4,1,6,9,12,18,19,28,32,33,42,49,54,62,63,65,67,69,71,73,80
7108,2020-09-25,?,3,6,8,17,25,31,32,34,41,43,47,53,54,55,57,62,70,73,74,76,77
7109,2020-09-26,?,3,6,12,18,19,20,23,26,29,31,32,41,47,49,51,52,62,66,73,76,80
7110,2020-09-27,?,2,5,8,11,12,13,15,18,27,31,44,45,46,48,60,61,62,63,64,68,75
7111,2020-09-28,?,3,11,19,23,24,25,27,30,32,33,39,41,54,58,60,63,64,69,73,74,80
7112,2020-09-29,?,1,5,7,14,20,24,28,30,32,37,38,46,47,54,55,63,65,66,68,70,72
7113,2020-09-30,?,1,11,14,17,23,25,28,30,32,37,38,39,42,44,50,56,59,61,64,69,76
7114,2020-10-01,?,2,1,14,17,22,29,33,34,35,38,41,47,48,50,51,54,61,62,67,75,77
7115,2020-10-02,?,3,5,18,19,32,37,38,44,46,47,50,51,53,54,59,66,68,69,73,74,80
7116,2020-10-03,?,2,1,2,9,12,13,15,18,26,29,30,31,40,45,48,55,59,61,73,78,80
7117,2020-10-04,?,1,2,5,15,16,17,24,27,32,37,39,41,43,45,46,48,50,61,64,68,80
7118,2020-10-05,?,1,1,2,5,10,12,22,24,25,33,34,36,42,48,51,57,58,62,65,68,71
7119,2020-10-06,?,4,2,4,5,8,9,15,17,18,24,28,36,39,44,48,54,56,58,65,66,69
7120,2020-10-07,?,4,2,4,14,16,22,27,29,30,34,38,39,51,54,59,62,64,65,66,73,75
7121,2020-10-08,?,4,8,11,12,13,14,15,21,25,27,28,29,30,40,41,48,62,63,71,72,77
7122,2020-10-09,?,3,3,4,7,13,16,25,27,32,34,39,44,55,57,59,62,63,64,65,73,79
7123,2020-10-10,?,4,7,9,10,12,17,31,34,37,38,39,40,41,43,44,48,49,50,52,59,62
7124,2020-10-11,?,1,1,4,6,16,18,25,33,35,36,39,44,45,51,55,59,60,61,63,71,76
7125,2020-10-12,?,3,4,6,10,18,20,29,32,34,37,40,43,45,51,55,58,65,72,74,75,76
7126,2020-10-13,?,4,3,6,12,15,18,20,23,32,34,36,45,49,51,53,54,55,56,63,72,73
7127,2020-10-14,?,2,2,7,15,16,17,20,39,43,46,48,49,51,52,60,62,67,73,78,79,80
7128,2020-10-15,?,4,6,9,17,21,22,27,30,32,38,41,42,44,51,54,57,60,65,69,70,76
7129,2020-10-16,?,2,2,13,15,22,26,30,34,35,37,42,44,46,49,60,64,70,72,73,74,78
7130,2020-10-17,?,1,4,5,11,12,15,28,29,35,36,37,43,47,48,54,55,66,70,72,78,79
7131,2020-10-18,?,1,3,8,10,11,29,30,37,38,39,43,49,53,54,55,60,65,67,70,73,75
7132,2020-10-19,?,1,4,5,7,10,17,23,25,29,36,38,40,41,45,47,51,59,63,66,70,79
7133,2020-10-20,?,3,2,4,5,9,10,13,14,18,19,21,25,40,43,46,50,53,55,59,71,79
7134,2020-10-21,?,4,15,28,34,38,39,40,46,47,51,53,54,58,60,65,67,68,71,72,75,78
7135,2020-10-22,?,2,10,11,12,16,17,18,19,20,25,33,41,48,51,62,70,72,74,77,79,80
7136,2020-10-23,?,3,2,4,6,10,18,22,30,31,38,40,52,53,54,56,59,64,69,74,76,80
7137,2020-10-24,?,1,2,3,4,12,21,23,27,28,32,38,44,54,56,58,60,65,66,67,71,77
7138,2020-10-25,?,1,4,7,9,13,14,18,26,27,28,41,46,48,50,54,55,58,64,65,73,79
7139,2020-10-26,?,3,6,8,10,11,14,17,20,21,22,24,31,35,44,46,55,56,57,69,73,79
7140,2020-10-27,?,3,1,2,7,10,14,17,28,37,38,43,45,46,56,58,68,69,71,74,75,78
7141,2020-10-28,?,4,1,3,7,8,14,15,20,21,23,27,28,29,30,42,43,49,59,62,68,79
7142,2020-10-29,?,2,9,23,27,30,32,37,39,52,53,55,57,58,60,62,63,65,67,69,74,80
7143,2020-10-30,?,4,1,7,10,13,17,19,22,25,27,28,31,32,35,43,48,51,52,54,57,63
7144,2020-10-31,?,1,2,4,7,10,11,13,14,15,16,24,32,39,40,41,62,67,68,69,70,80
7145,2020-11-01,?,4,3,6,17,18,19,21,27,29,37,39,44,45,46,54,57,62,64,67,72,77
7146,2020-11-02,?,4,17,18,19,20,25,27,32,33,36,43,50,51,53,56,58,64,74,75,76,79
7147,2020-11-03,?,3,1,5,9,14,18,19,20,30,32,36,47,49,56,59,63,69,74,75,77,78
7148,2020-11-04,?,4,2,4,5,8,11,19,28,29,32,33,38,46,48,56,57,59,63,65,66,72
7149,2020-11-05,?,2,2,16,20,23,32,34,41,44,45,47,55,57,58,63,65,67,68,70,74,75
7150,2020-11-06,?,4,4,8,12,16,17,21,22,32,34,36,38,43,45,49,50,59,65,68,70,77
7151,2020-11-07,?,2,8,17,23,24,26,27,28,35,43,44,45,50,54,55,56,58,64,69,73,76
7152,2020-11-08,?,4,3,5,7,8,12,19,24,27,32,40,43,50,52,60,62,67,68,70,71,77
7153,2020-11-09,?,4,6,8,9,12,15,19,26,28,38,39,40,41,46,59,66,68,69,75,76,79
7154,2020-11-10,?,4,1,3,4,8,12,14,25,27,30,32,40,41,50,58,61,63,70,78,79,80
7155,2020-11-11,?,1,2,9,15,16,19,22,24,25,37,38,39,41,50,53,54,56,59,64,78,80
7156,2020-11-12,?,1,1,2,8,15,16,18,33,37,46,52,55,64,65,69,70,72,73,75,76,80
7157,2020-11-13,?,2,8,10,16,21,25,33,34,35,37,44,50,51,63,64,67,70,72,75,77,80
7158,2020-11-14,?,1,6,16,19,21,22,26,34,38,40,41,44,49,52,53,56,57,59,63,64,80
7159,2020-11-15,?,2,5,7,8,15,17,20,21,25,26,27,35,36,39,46,49,51,65,66,71,78
7160,2020-11-16,?,2,4,5,18,32,35,36,44,46,48,52,55,57,59,62,64,69,73,75,77,80
7161,2020-11-17,?,1,1,2,3,8,9,11,13,19,21,25,31,49,51,55,57,59,72,77,79,80
7162,2020-11-18,?,3,2,4,7,12,26,27,29,30,31,34,37,46,51,52,56,57,63,65,76,80
7163,2020-11-19,?,1,3,4,7,8,12,16,18,21,24,33,34,37,42,44,46,58,59,68,71,76
7164,2020-11-20,?,4,2,6,7,9,10,13,14,19,34,38,48,52,56,59,61,67,68,72,73,77
7165,2020-11-21,?,4,4,6,11,15,17,18,19,27,36,41,45,50,53,57,62,67,69,71,79,80
7166,2020-11-22,?,1,2,3,4,14,15,18,27,35,42,48,50,55,58,62,64,66,70,73,76,79
7167,2020-11-23,?,1,12,18,21,25,29,33,35,37,40,50,59,65,66,70,72,73,76,77,78,79
7168,2020-11-24,?,1,2,4,5,11,25,28,31,32,33,34,43,49,54,62,67,73,75,78,79,80
7169,2020-11-25,?,1,5,11,15,20,21,25,28,31,32,40,43,46,48,49,50,59,66,70,76,80
7170,2020-11-26,?,4,1,2,3,6,8,11,28,29,30,31,32,36,43,46,55,56,64,70,77,79
7171,2020-11-27,?,1,2,5,6,7,11,13,16,21,22,26,34,35,41,42,48,55,61,66,68,75
7172,2020-11-28,?,1,5,9,17,23,27,30,35,39,40,45,60,61,63,65,66,70,71,73,76,79
7173,2020-11-29,?,1,2,6,11,18,19,21,25,26,28,34,36,45,48,51,54,57,62,67,68,75
7174,2020-11-30,?,4,4,8,10,11,12,13,18,20,26,28,37,43,52,58,64,67,71,72,74,75
7175,2020-12-01,?,2,5,6,7,9,14,20,21,26,27,28,31,37,56,57,62,63,73,74,76,79
7176,2020-12-02,?,2,6,10,15,21,23,25,26,30,32,33,41,45,50,59,61,63,64,68,69,75
7177,2020-12-03,?,2,5,9,11,12,19,22,27,32,36,38,41,45,48,53,63,69,70,73,79,80
7178,2020-12-04,?,2,2,3,5,6,10,13,20,22,24,27,28,33,36,41,50,51,54,58,75,77
7179,2020-12-05,?,4,2,4,6,10,17,23,25,27,30,31,37,39,50,59,64,69,71,72,76,79
7180,2020-12-06,?,3,7,9,13,14,17,18,19,25,28,30,31,41,42,43,47,55,63,68,71,78
7181,2020-12-07,?,3,3,5,7,9,10,13,17,19,20,25,28,38,41,51,57,58,60,63,72,73
7182,2020-12-08,?,1,2,5,7,14,15,26,34,35,36,41,43,51,54,60,61,63,68,70,74,75
7183,2020-12-09,?,4,1,5,6,9,10,14,16,17,24,32,34,38,57,63,66,70,74,76,77,80
7184,2020-12-10,?,4,9,13,16,21,23,30,36,41,44,51,61,63,65,66,67,71,72,76,79,80
7185,2020-12-11,?,1,1,4,11,22,25,28,29,31,34,37,38,42,44,57,64,65,70,72,74,78
7186,2020-12-12,?,1,4,11,12,14,15,17,22,25,27,33,34,37,41,42,44,59,62,69,70,77
7187,2020-12-13,?,3,2,3,6,8,18,20,24,28,32,45,46,49,50,51,52,54,67,71,73,79
7188,2020-12-14,?,1,1,3,7,24,29,30,33,47,49,52,53,60,62,63,65,69,73,74,75,80
7189,2020-12-15,?,2,1,9,10,18,21,26,29,30,39,40,43,45,49,50,57,58,68,74,76,78
7190,2020-12-16,?,4,4,8,22,27,28,33,36,38,42,47,48,50,51,52,53,56,60,61,76,79
7191,2020-12-17,?,4,4,5,6,9,11,14,19,24,26,28,29,33,39,41,43,46,47,50,56,59
7192,2020-12-18,?,4,2,3,5,6,13,22,26,28,30,31,33,34,40,42,49,54,56,65,67,68
7193,2020-12-19,?,4,1,4,6,18,21,23,27,34,36,38,42,44,47,50,51,66,68,72,75,76
7194,2020-12-20,?,4,1,3,4,5,8,9,11,17,19,23,27,40,41,42,56,58,67,69,71,72
7195,2020-12-21,?,4,2,3,5,19,23,26,30,36,38,40,43,44,49,52,61,62,63,66,67,77
7196,2020-12-22,?,4,8,9,12,23,26,34,35,40,43,46,49,53,55,60,62,63,65,71,76,78
7197,2020-12-23,?,4,4,7,13,17,22,24,34,38,39,45,55,57,59,62,65,67,69,70,71,76
7198,2020-12-24,?,1,3,7,11,13,17,20,23,24,25,35,38,46,50,53,58,62,66,71,75,76
7199,2020-12-25,?,1,2,4,18,24,32,35,41,42,47,48,49,50,56,58,67,72,76,77,78,79
7200,2020-12-26,?,4,1,2,12,13,17,23,26,28,38,45,47,48,53,54,57,62,71,74,77,80
7201,2020-12-27,?,4,1,2,3,5,8,11,12,15,28,34,36,39,46,53,60,63,69,71,73,74
7202,2020-12-28,?,2,2,8,9,10,13,19,24,32,34,41,46,48,51,53,61,71,72,74,75,79
7203,2020-12-29,?,2,3,7,12,18,24,34,35,39,46,52,53,55,58,61,67,71,72,73,75,80
7204,2020-12-30,?,3,2,11,14,24,26,30,41,46,50,51,54,59,60,63,68,69,72,76,78,79
7205,2020-12-31,?,1,5,9,12,13,18,19,22,23,27,29,31,46,48,53,54,66,70,71,73,79
7206,2021-01-01,?,1,2,3,13,18,19,20,25,26,29,32,35,37,40,45,46,50,51,54,63,66
7207,2021-01-02,?,1,2,6,17,18,20,21,22,26,27,33,40,42,44,48,49,51,54,62,66,75
7208,2021-01-03,?,2,6,7,9,11,18,19,20,22,25,27,40,42,43,50,56,57,64,66,76,79
7209,2021-01-04,?,3,6,9,14,18,23,32,33,34,42,45,57,62,63,65,66,71,72,73,75,80
7210,2021-01-05,?,4,4,10,11,14,15,17,18,20,22,28,30,33,36,37,41,46,67,68,70,75
7211,2021-01-06,?,1,4,5,10,13,16,19,21,22,24,29,43,45,47,49,55,58,64,66,73,80
7212,2021-01-07,?,2,2,5,6,11,16,19,20,21,24,25,32,40,51,52,54,58,59,65,73,78
7213,2021-01-08,?,3,8,22,24,25,30,34,35,36,38,41,44,46,47,53,58,61,65,70,71,73
7214,2021-01-09,?,3,3,6,14,17,19,26,27,32,33,37,39,45,48,63,65,69,75,76,79,80
7215,2021-01-10,?,2,4,8,9,17,28,31,33,35,38,47,48,58,60,61,63,64,71,72,73,75
7216,2021-01-11,?,2,15,16,28,30,31,35,36,38,39,42,43,48,58,62,64,67,75,78,79,80
7217,2021-01-12,?,3,1,4,8,10,11,18,19,24,29,35,41,44,47,51,55,62,63,65,72,75
7218,2021-01-13,?,3,2,7,11,16,21,22,24,31,33,34,35,43,52,54,55,57,59,61,65,73
7219,2021-01-14,?,3,6,7,8,10,11,12,16,19,25,26,34,37,39,44,49,54,56,61,69,76
7220,2021-01-15,?,4,6,8,18,22,23,24,26,34,35,44,46,49,50,52,55,57,63,68,69,77
7221,2021-01-16,?,4,1,4,6,7,18,21,23,29,33,34,38,39,46,52,55,61,62,64,69,72
7222,2021-01-17,?,2,15,20,21,23,25,30,34,40,42,50,51,60,62,66,70,72,73,74,75,76
7223,2021-01-18,?,1,2,5,15,16,17,21,27,37,39,43,46,49,52,57,58,62,65,67,68,72
7224,2021-01-19,?,4,1,3,8,9,17,21,24,25,26,27,32,35,39,43,46,53,59,68,70,78
7225,2021-01-20,?,3,2,18,23,30,37,39,43,46,47,53,54,56,58,59,62,65,66,67,68,76
7226,2021-01-21,?,3,4,9,13,17,18,22,27,34,38,46,50,51,54,58,63,65,68,70,73,77
7227,2021-01-22,?,1,17,22,33,38,39,42,44,51,55,56,58,59,61,67,68,69,71,73,74,76
7228,2021-01-23,?,3,5,10,15,16,18,20,24,28,29,31,35,53,54,57,60,61,69,70,73,79
7229,2021-01-24,?,3,1,5,8,9,11,12,15,18,22,24,26,31,42,43,51,56,61,68,69,70
7230,2021-01-25,?,3,4,9,11,13,17,18,25,39,42,51,52,53,54,55,64,66,67,71,77,79
7231,2021-01-26,?,2,3,11,15,22,23,24,29,34,36,40,42,50,54,55,63,65,66,69,73,78
7232,2021-01-27,?,1,2,3,8,12,16,25,27,32,33,34,41,42,52,55,61,70,71,74,79,80
7233,2021-01-28,?,3,3,8,18,20,22,26,27,32,36,38,40,43,46,51,56,64,68,73,76,80
7234,2021-01-29,?,4,3,8,12,14,17,18,20,21,22,27,31,33,37,38,46,57,60,72,74,76
7235,2021-01-30,?,4,2,9,14,20,23,26,28,30,33,47,50,52,53,59,60,61,62,64,72,73
7236,2021-01-31,?,3,12,18,21,23,28,29,30,33,41,42,45,46,62,66,67,70,71,73,76,78
7237,2021-02-01,?,2,3,5,8,12,13,14,19,30,33,36,38,43,47,61,66,69,70,71,74,78
7238,2021-02-02,?,4,1,2,4,9,10,15,22,27,34,36,41,45,50,53,60,63,72,75,76,77
7239,2021-02-03,?,3,2,4,6,18,25,29,37,39,40,42,44,48,50,58,62,66,68,76,79,80
7240,2021-02-04,?,1,3,10,12,13,14,23,25,27,37,39,43,50,53,58,62,65,69,76,77,80
7241,2021-02-05,?,1,4,12,15,17,19,21,28,31,36,37,44,45,46,51,55,56,58,67,71,75
7242,2021-02-06,?,3,5,8,13,15,16,22,23,24,27,36,44,47,52,56,57,58,59,63,73,76
7243,2021-02-07,?,4,1,4,5,8,10,13,14,16,42,46,50,58,59,60,61,63,66,69,74,79
7244,2021-02-08,?,3,1,7,8,16,20,29,30,33,37,41,48,54,56,60,64,68,70,74,78,80
7245,2021-02-09,?,1,14,18,21,24,26,27,28,37,40,49,51,55,59,60,66,67,72,76,77,80
7246,2021-02-10,?,2,3,6,8,10,11,18,25,26,28,31,36,42,47,55,57,59,62,70,75,80
7247,2021-02-11,?,1,2,13,23,29,33,35,37,40,48,49,50,53,56,63,69,70,73,78,79,80
7248,2021-02-12,?,4,2,5,6,8,9,14,17,20,21,25,29,31,46,47,50,53,54,65,74,78
7249,2021-02-13,?,1,18,23,24,26,34,36,39,40,45,48,49,50,55,58,64,66,67,74,76,80
7250,2021-02-14,?,2,7,10,15,16,30,32,38,40,42,44,46,48,50,52,53,62,64,67,70,72
7251,2021-02-15,?,1,2,3,15,19,21,25,33,35,40,45,46,50,51,62,63,65,67,69,73,78
7252,2021-02-16,?,3,1,2,10,14,19,21,24,27,30,31,44,47,54,58,60,62,63,66,69,72
7253,2021-02-17,?,4,3,10,15,16,28,29,30,31,33,39,42,45,46,47,48,49,55,56,59,71
7254,2021-02-18,?,1,5,7,9,10,15,18,23,30,38,40,44,45,48,49,59,60,62,69,75,78
7255,2021-02-19,?,3,3,5,8,12,13,18,22,35,41,44,48,49,51,55,57,60,61,63,67,72
7256,2021-02-20,?,4,2,12,23,27,28,29,33,37,40,42,44,45,50,53,63,68,69,71,76,80
7257,2021-02-21,?,1,1,6,8,14,20,26,28,30,31,45,50,57,59,62,64,66,67,71,75,77
7258,2021-02-22,?,1,3,13,14,16,18,23,26,27,29,30,32,34,37,42,49,52,57,58,65,79
7259,2021-02-23,?,1,3,4,10,11,12,15,20,21,25,37,40,41,48,51,52,58,72,77,78,80
7260,2021-02-24,?,1,4,10,11,17,20,30,32,39,40,48,51,53,55,56,57,65,66,68,69,73
